PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000052749.9.wgt.RDat	RRP12	10	9.91e+07	9.92e+07	0.01520	rs10882891	 3.088	rs11189224	-0.003915	 2.98	-1.414709	486	486	blup	-1.32e-03	3.57e-01	-2.13937	0.032406
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000055950.12.wgt.RDat	MRPL43	10	1.03e+08	1.03e+08	0.04165	NA	    NA	NA	       NA	   NA	       NA	  0	  0	enet	 2.59e-02	5.08e-02	      NA	      NA
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000057608.12.wgt.RDat	GDI2	10	5.81e+06	5.88e+06	0.09604	NA	    NA	NA	       NA	   NA	       NA	  0	  0	enet	-4.05e-03	4.56e-01	      NA	      NA
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000059573.4.wgt.RDat	ALDH18A1	10	9.74e+07	9.74e+07	0.09923	rs12263592	-2.997	rs10748634	 0.019095	 3.25	 0.134878	508	  6	enet	-5.91e-03	5.50e-01	 0.04094	0.967344
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000059915.12.wgt.RDat	PSD	10	1.04e+08	1.04e+08	0.00451	rs4919641	-2.216	rs7897	-0.007871	-2.69	-1.136567	342	  1	lasso	 4.31e-02	1.67e-02	 1.13657	0.255719
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000060339.9.wgt.RDat	CCAR1	10	7.05e+07	7.06e+07	0.07526	rs7377	-3.434	rs12217591	-0.005164	-2.83	 1.746579	388	  1	lasso	 1.19e-02	1.31e-01	-1.74658	0.080710
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000062650.13.wgt.RDat	WAPAL	10	8.82e+07	8.83e+07	0.32708	rs2736689	 3.669	rs3740342	-0.007830	 3.34	 3.216640	441	441	blup	 2.30e-03	2.66e-01	 1.53123	0.125713
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000065613.9.wgt.RDat	SLK	10	1.06e+08	1.06e+08	0.02844	rs11191835	-3.680	rs11191756	-0.001682	-2.83	 1.058062	419	  9	enet	-5.90e-03	5.49e-01	 0.34994	0.726385
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000065621.10.wgt.RDat	GSTO2	10	1.06e+08	1.06e+08	0.61235	rs11191835	-3.680	rs1865926	 0.270181	-6.27	-1.419877	423	  6	lasso	 3.30e-01	3.24e-11	 0.61842	0.536299
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000065665.16.wgt.RDat	SEC61A2	10	1.22e+07	1.22e+07	0.23710	rs11257238	 5.724	rs11257552	 0.046607	 4.04	-1.270046	528	528	blup	 3.85e-02	2.24e-02	-1.25468	0.209596
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000065675.10.wgt.RDat	PRKCQ	10	6.47e+06	6.62e+06	0.20283	NA	    NA	NA	       NA	   NA	       NA	  0	  0	enet	-3.27e-03	4.24e-01	      NA	      NA
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000068383.14.wgt.RDat	INPP5A	10	1.34e+08	1.35e+08	0.27382	rs7909396	 2.688	rs7903076	-0.004443	-3.45	 0.787710	479	  6	lasso	 7.76e-04	3.00e-01	 0.81409	0.415593
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000072401.10.wgt.RDat	UBE2D1	10	6.01e+07	6.01e+07	0.09356	NA	    NA	NA	       NA	   NA	       NA	  0	  0	enet	 3.92e-03	2.35e-01	      NA	      NA
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000072422.12.wgt.RDat	RHOBTB1	10	6.26e+07	6.28e+07	0.05326	NA	    NA	NA	       NA	   NA	       NA	  0	  0	enet	 3.63e-04	3.10e-01	      NA	      NA
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000075290.7.wgt.RDat	WNT8B	10	1.02e+08	1.02e+08	0.16312	rs2476968	 3.252	rs11190513	 0.133951	 4.37	 0.456017	418	  4	lasso	 1.05e-01	3.19e-04	 0.52102	0.602356
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000075826.12.wgt.RDat	SEC31B	10	1.02e+08	1.02e+08	0.20605	rs2476968	 3.252	rs2273695	 0.119767	-4.23	 0.581726	431	431	blup	 8.70e-02	1.03e-03	 0.89725	0.369586
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000075891.17.wgt.RDat	PAX2	10	1.02e+08	1.03e+08	0.06052	rs2476968	 3.252	rs2970	-0.007917	 3.46	 0.287691	457	  2	lasso	 2.74e-02	4.61e-02	 0.38625	0.699314
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000076685.14.wgt.RDat	NT5C2	10	1.05e+08	1.05e+08	0.15137	rs2232659	 2.876	rs11191560	 0.104831	 4.10	 0.037934	349	  7	lasso	 1.51e-02	1.05e-01	 0.23470	0.814438
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000077147.10.wgt.RDat	TM9SF3	10	9.83e+07	9.83e+07	0.01491	rs10748668	-3.648	rs3740528	-0.002972	-2.98	-1.160089	465	  1	lasso	 3.22e-02	3.37e-02	 1.16009	0.246013
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000079332.10.wgt.RDat	SAR1A	10	7.19e+07	7.19e+07	0.32292	rs1227759	 3.762	rs15801	 0.149531	 4.19	-2.661545	706	  6	lasso	 1.31e-01	5.96e-05	-2.28210	0.022483
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000079393.16.wgt.RDat	DUSP13	10	7.69e+07	7.69e+07	0.05540	rs16932187	-2.873	rs7912002	 0.055516	-3.29	-0.359639	314	 10	enet	 6.45e-02	4.29e-03	 1.05351	0.292105
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000086475.10.wgt.RDat	SEPHS1	10	1.34e+07	1.34e+07	0.16918	rs1541004	-2.823	rs2025450	-0.005796	-3.13	 0.699609	692	692	blup	-5.54e-03	5.28e-01	 0.65529	0.512282
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000089876.7.wgt.RDat	DHX32	10	1.28e+08	1.28e+08	0.12547	rs9422902	 3.284	rs2125668	-0.008454	 2.90	-0.873133	600	600	blup	 9.89e-03	1.51e-01	 0.62251	0.533604
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000095485.12.wgt.RDat	CWF19L1	10	1.02e+08	1.02e+08	0.55443	rs2489013	-3.237	rs2270961	 0.213635	-5.81	-0.485493	401	401	blup	 2.47e-01	1.97e-08	-0.39426	0.693387
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000095539.11.wgt.RDat	SEMA4G	10	1.03e+08	1.03e+08	0.05190	rs2476968	 3.252	rs996359	-0.004377	 2.37	-0.264944	425	425	blup	-8.05e-03	7.19e-01	-1.63603	0.101834
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000095564.9.wgt.RDat	BTAF1	10	9.37e+07	9.38e+07	0.09451	rs2771268	 3.875	rs10882029	-0.000502	 3.48	 1.836344	314	314	blup	 1.21e-02	1.29e-01	 1.57152	0.116062
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000095574.7.wgt.RDat	IKZF5	10	1.25e+08	1.25e+08	0.00588	NA	    NA	NA	       NA	   NA	       NA	  0	  0	lasso	 2.55e-02	5.24e-02	      NA	      NA
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000095713.9.wgt.RDat	CRTAC1	10	9.96e+07	9.98e+07	0.26251	rs10883050	-2.871	rs1060447	 0.007451	-3.31	-0.281783	507	  8	lasso	 1.14e-02	1.36e-01	 0.61219	0.540410
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000095739.7.wgt.RDat	BAMBI	10	2.90e+07	2.90e+07	0.19443	rs332112	-3.605	rs2250970	-0.006148	-3.25	 0.719028	612	612	blup	 1.84e-03	2.76e-01	-0.17666	0.859774
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000095787.17.wgt.RDat	WAC	10	2.88e+07	2.89e+07	0.23496	rs332112	-3.605	rs2487848	-0.008841	 2.95	 0.464908	584	584	blup	 4.38e-03	2.27e-01	 0.59859	0.549446
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000095794.15.wgt.RDat	CREM	10	3.54e+07	3.55e+07	0.02535	rs2474752	 2.452	rs10508811	-0.006519	 2.31	 0.174061	304	304	blup	 4.35e-03	2.27e-01	-0.04965	0.960400
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000096717.7.wgt.RDat	SIRT1	10	6.96e+07	6.97e+07	0.08290	rs10997948	 3.053	rs7081820	 0.004070	-3.22	 1.467846	362	  9	lasso	 1.34e-02	1.18e-01	-2.24755	0.024605
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000099246.12.wgt.RDat	RAB18	10	2.78e+07	2.78e+07	0.02221	rs2637277	-2.579	rs11015222	 0.002155	-3.15	-1.768883	439	439	blup	 8.91e-03	1.62e-01	 1.50883	0.131343
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000099251.10.wgt.RDat	HSD17B7P2	10	3.86e+07	3.87e+07	0.14855	rs9732107	-1.234	rs2754428	 0.020691	 3.07	-0.884254	138	  2	lasso	-8.76e-03	8.18e-01	-0.89076	0.373055
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000099256.14.wgt.RDat	PRTFDC1	10	2.51e+07	2.52e+07	0.12959	rs274311	-3.678	rs10741067	 0.059671	-3.58	-1.971271	413	  4	lasso	 5.07e-02	1.03e-02	 1.81222	0.069953
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000099282.5.wgt.RDat	TSPAN15	10	7.12e+07	7.13e+07	0.37533	rs1227759	 3.762	rs972570	 0.028093	 4.10	 0.326651	723	723	blup	 8.50e-02	1.17e-03	-0.17741	0.859183
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000099284.9.wgt.RDat	H2AFY2	10	7.18e+07	7.19e+07	0.08378	rs1227759	 3.762	rs7914811	-0.008916	 3.29	 0.784158	750	  1	lasso	-3.64e-03	4.38e-01	 0.78416	0.432947
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000099290.11.wgt.RDat	FAM21A	10	5.18e+07	5.19e+07	0.87991	rs10821610	 2.580	rs2338050	 0.549382	-7.77	 0.984802	262	 10	lasso	 5.95e-01	3.92e-23	-1.12825	0.259215
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107438.4.wgt.RDat	PDLIM1	10	9.70e+07	9.71e+07	0.02951	rs11188326	-2.820	rs540746	-0.001968	-3.13	 0.839388	530	  4	lasso	 5.48e-02	7.92e-03	-1.07362	0.282993
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107485.11.wgt.RDat	GATA3	10	8.10e+06	8.12e+06	0.01056	rs7919001	 3.987	rs12258424	 0.101885	 3.81	-0.242935	701	  1	lasso	 4.55e-02	1.43e-02	-0.24294	0.808056
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107521.14.wgt.RDat	HPS1	10	1.00e+08	1.00e+08	0.04073	NA	    NA	NA	       NA	   NA	       NA	  0	  0	enet	 1.31e-02	1.20e-01	      NA	      NA
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107537.9.wgt.RDat	PHYH	10	1.33e+07	1.33e+07	0.14818	rs1541004	-2.823	rs2399976	 0.037266	-3.63	-0.098096	697	  2	lasso	 1.95e-02	7.77e-02	 0.13618	0.891682
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107551.16.wgt.RDat	RASSF4	10	4.55e+07	4.55e+07	0.00635	rs7079700	-2.950	rs12765621	-0.005388	-2.86	-1.196662	465	465	blup	 2.71e-02	4.70e-02	 0.89832	0.369017
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107554.11.wgt.RDat	DNMBP	10	1.02e+08	1.02e+08	0.08636	rs7091871	-2.512	rs10509739	 0.000373	 3.15	 1.374539	436	436	blup	 5.19e-02	9.53e-03	-0.12608	0.899668
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107566.9.wgt.RDat	ERLIN1	10	1.02e+08	1.02e+08	0.04308	rs2489013	-3.237	rs11596870	-0.008293	 3.05	 1.025692	395	  8	enet	 5.54e-03	2.08e-01	 0.88173	0.377921
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107611.10.wgt.RDat	CUBN	10	1.69e+07	1.72e+07	0.20156	rs7072049	 2.398	rs11254406	-0.008067	 3.17	-1.154085	676	676	blup	 3.04e-02	3.78e-02	-0.31208	0.754978
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107618.4.wgt.RDat	RBP3	10	4.84e+07	4.84e+07	0.21301	rs786806	-2.542	rs11204211	 0.007255	 3.33	 0.945705	185	  7	lasso	 2.61e-03	2.59e-01	 0.61717	0.537124
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107623.4.wgt.RDat	GDF10	10	4.84e+07	4.84e+07	0.03140	rs786806	-2.542	rs4922536	-0.008813	-2.44	-1.097267	185	185	blup	 1.07e-03	2.93e-01	 0.75070	0.452831
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107643.11.wgt.RDat	MAPK8	10	4.95e+07	4.96e+07	0.06493	rs4838403	-2.807	rs1997365	-0.007057	-2.84	-0.442882	369	369	blup	-6.38e-03	5.79e-01	 0.52403	0.600255
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107651.8.wgt.RDat	SEC23IP	10	1.22e+08	1.22e+08	0.09943	rs10510066	-3.428	rs2277266	 0.008396	 3.24	 0.259841	502	 20	enet	 7.88e-04	3.00e-01	 1.14864	0.250703
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107669.13.wgt.RDat	ATE1	10	1.23e+08	1.24e+08	0.12827	rs6585827	-4.134	rs17628732	 0.029816	-3.82	 0.911260	632	 25	enet	 3.90e-02	2.17e-02	 0.22390	0.822835
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107672.10.wgt.RDat	NSMCE4A	10	1.24e+08	1.24e+08	0.12910	NA	    NA	NA	       NA	   NA	       NA	  0	  0	enet	 7.38e-03	1.81e-01	      NA	      NA
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107679.10.wgt.RDat	PLEKHA1	10	1.24e+08	1.24e+08	0.11274	rs6585827	-4.134	rs2672590	-0.009216	 3.11	 0.207112	612	  3	lasso	-8.88e-03	8.42e-01	 0.15537	0.876526
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107736.15.wgt.RDat	CDH23	10	7.32e+07	7.36e+07	0.36021	rs7092979	-3.403	rs12766154	-0.009257	-3.47	-0.384594	697	697	blup	 4.92e-02	1.14e-02	 0.21352	0.830923
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107738.15.wgt.RDat	C10orf54	10	7.35e+07	7.35e+07	0.14837	NA	    NA	NA	       NA	   NA	       NA	  0	  0	enet	-8.92e-04	3.44e-01	      NA	      NA
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107742.8.wgt.RDat	SPOCK2	10	7.38e+07	7.38e+07	0.13278	NA	    NA	NA	       NA	   NA	       NA	  0	  0	enet	 1.93e-02	7.89e-02	      NA	      NA
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107745.12.wgt.RDat	MICU1	10	7.41e+07	7.44e+07	0.01467	rs10823904	 1.409	rs3009546	-0.007317	-2.33	 0.297867	264	  1	lasso	 4.82e-03	2.19e-01	-0.29787	0.765805
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107758.11.wgt.RDat	PPP3CB	10	7.52e+07	7.53e+07	0.01205	NA	    NA	NA	       NA	   NA	       NA	  0	  0	lasso	 4.92e-02	1.13e-02	      NA	      NA
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107779.7.wgt.RDat	BMPR1A	10	8.85e+07	8.87e+07	0.02606	rs2736689	 3.669	rs4933414	 0.066285	-3.41	 0.496841	340	  2	lasso	 2.41e-02	5.72e-02	-0.49855	0.618097
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107796.8.wgt.RDat	ACTA2	10	9.07e+07	9.08e+07	0.11361	NA	    NA	NA	       NA	   NA	       NA	  0	  0	lasso	 8.28e-03	1.70e-01	      NA	      NA
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107798.13.wgt.RDat	LIPA	10	9.10e+07	9.12e+07	0.14155	rs1556478	-2.625	rs2246833	 0.049941	-3.71	-0.274605	562	  2	lasso	 4.04e-02	1.98e-02	 0.24242	0.808457
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107815.3.wgt.RDat	C10orf2	10	1.03e+08	1.03e+08	0.13424	rs2476968	 3.252	rs1408343	-0.003558	-3.03	 0.638898	420	  4	lasso	 1.32e-03	2.87e-01	-0.59388	0.552594
Brain_Hippocampus	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Hippocampus/Brain_Hippocampus.ENSG00000107819.9.wgt.RDat	SFXN3	10	1.03e+08	1.03e+08	0.29724	rs2476968	 3.252	rs7099531	 0.017419	-3.69	-0.156540	416	416	blup	 1.21e-01	1.17e-04	-0.08324	0.933663
