PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000099290.11.wgt.RDat	FAM21A	10	5.18e+07	5.19e+07	0.821144	rs10821610	 2.58	rs2338050	 4.92e-01	-8.18	 0.98480	262	 12	lasso	 4.90e-01	2.23e-21	-1.31742	0.187699
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107438.4.wgt.RDat	PDLIM1	10	9.70e+07	9.71e+07	0.089582	rs11188326	-2.82	rs7085831	 5.57e-02	 3.74	-1.00378	529	  2	lasso	 4.03e-02	1.11e-02	-1.33119	0.183126
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107443.11.wgt.RDat	CCNJ	10	9.78e+07	9.78e+07	0.171500	rs10748668	-3.65	rs12772113	 1.22e-02	-3.77	-0.10209	501	501	blup	 6.32e-02	1.90e-03	 0.14866	0.881822
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107485.11.wgt.RDat	GATA3	10	8.10e+06	8.12e+06	0.012560	rs7919001	 3.99	rs11255271	 2.70e-02	 3.71	 0.92202	701	  2	lasso	 1.58e-02	7.85e-02	 0.92177	0.356651
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107518.12.wgt.RDat	ATRNL1	10	1.17e+08	1.18e+08	0.046303	rs2485971	 2.89	rs1264763	 5.11e-03	-2.91	-0.87771	288	  3	lasso	 2.31e-02	4.32e-02	 0.70795	0.478976
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107521.14.wgt.RDat	HPS1	10	1.00e+08	1.00e+08	0.267402	rs10883050	-2.87	rs7071947	 2.41e-02	-4.49	-0.49091	478	 55	enet	 5.83e-02	2.77e-03	 0.97594	0.329094
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107551.16.wgt.RDat	RASSF4	10	4.55e+07	4.55e+07	0.072236	rs7079700	-2.95	rs11239303	-1.50e-03	-3.15	-0.12440	466	  2	enet	-4.62e-03	5.36e-01	 0.05728	0.954321
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107554.11.wgt.RDat	DNMBP	10	1.02e+08	1.02e+08	0.055385	rs7091871	-2.51	rs4917873	-1.10e-03	-3.20	 0.62557	436	  3	lasso	-1.19e-03	3.61e-01	-0.63826	0.523302
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107581.8.wgt.RDat	EIF3A	10	1.21e+08	1.21e+08	0.031601	NA	   NA	NA	       NA	   NA	      NA	  0	  0	lasso	 1.61e-04	3.14e-01	      NA	      NA
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107593.15.wgt.RDat	PKD2L1	10	1.02e+08	1.02e+08	0.188549	rs2489013	-3.24	rs6584362	 1.25e-01	 4.43	 0.20737	410	  2	lasso	 6.58e-02	1.55e-03	 0.14000	0.888659
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107611.10.wgt.RDat	CUBN	10	1.69e+07	1.72e+07	0.505083	rs7072049	 2.40	rs10795452	 2.02e-01	 5.80	-0.89883	676	676	blup	 2.03e-01	2.45e-08	-0.22943	0.818538
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107614.17.wgt.RDat	TRDMT1	10	1.72e+07	1.72e+07	0.269382	rs7072049	 2.40	rs2942359	 3.71e-02	-3.86	 0.51586	653	653	blup	 5.49e-02	3.60e-03	 0.24202	0.808768
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107623.4.wgt.RDat	GDF10	10	4.84e+07	4.84e+07	0.077740	rs786806	-2.54	rs11204212	-6.45e-03	 2.96	-0.02003	185	  3	lasso	-5.59e-03	6.14e-01	 2.03093	0.042263
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107651.8.wgt.RDat	SEC23IP	10	1.22e+08	1.22e+08	0.028761	NA	   NA	NA	       NA	   NA	      NA	  0	  0	enet	 1.70e-03	2.70e-01	      NA	      NA
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107669.13.wgt.RDat	ATE1	10	1.23e+08	1.24e+08	0.199932	rs6585827	-4.13	rs17628732	 4.64e-02	-3.64	 0.91126	632	  5	lasso	 1.77e-02	6.69e-02	-0.25164	0.801321
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107672.10.wgt.RDat	NSMCE4A	10	1.24e+08	1.24e+08	0.098194	rs6585827	-4.13	rs2981461	 9.03e-03	 3.92	-2.23376	617	  3	lasso	 1.64e-02	7.41e-02	-2.36298	0.018129
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107679.10.wgt.RDat	PLEKHA1	10	1.24e+08	1.24e+08	0.145794	rs6585827	-4.13	rs10082476	 7.97e-03	 3.34	 1.97410	618	  3	lasso	-2.47e-03	4.15e-01	 2.13812	0.032507
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107719.8.wgt.RDat	PALD1	10	7.22e+07	7.23e+07	0.120513	rs12569828	 2.91	rs12569943	-3.42e-04	 3.33	-0.10701	668	 12	enet	 2.40e-02	4.00e-02	 0.02954	0.976436
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107731.8.wgt.RDat	UNC5B	10	7.30e+07	7.31e+07	0.411934	rs7092979	-3.40	rs868015	 3.14e-02	-3.98	 0.13410	751	751	blup	 5.15e-02	4.69e-03	-1.39825	0.162038
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107736.15.wgt.RDat	CDH23	10	7.32e+07	7.36e+07	0.421908	rs7092979	-3.40	rs1900511	-6.83e-03	 3.34	-0.59411	697	 11	lasso	-5.08e-03	5.71e-01	 1.03793	0.299304
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107745.12.wgt.RDat	MICU1	10	7.41e+07	7.44e+07	0.141572	rs10823904	 1.41	rs12258500	-5.53e-03	 2.93	-1.06369	264	  9	enet	-2.05e-03	3.96e-01	-1.05050	0.293489
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107771.11.wgt.RDat	CCSER2	10	8.61e+07	8.63e+07	0.145494	rs4261230	 3.61	rs2350416	 8.82e-03	-3.53	-0.57112	525	  6	lasso	-2.81e-04	3.28e-01	 0.45350	0.650189
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107779.7.wgt.RDat	BMPR1A	10	8.85e+07	8.87e+07	0.106250	rs2736689	 3.67	rs1124482	 8.05e-03	-4.11	 0.86295	340	  2	lasso	 2.86e-02	2.78e-02	-0.83181	0.405515
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107789.11.wgt.RDat	MINPP1	10	8.93e+07	8.93e+07	0.092686	rs9664222	-2.12	rs7082499	-2.76e-05	 2.75	 0.70453	252	  3	lasso	 2.38e-03	2.53e-01	 0.97393	0.330091
Brain_Cortex	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Cortex/Brain_Cortex.ENSG00000107798.13.wgt.RDat	LIPA	10	9.10e+07	9.12e+07	0.083034	rs1556478	-2.63	rs3802656	-3.53e-04	 3.39	-0.85899	563	  8	enet	 4.04e-02	1.10e-02	-0.50822	0.611302
