PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000048740.13.wgt.RDat	CELF2	10	1.10e+07	1.14e+07	0.013064	rs12242452	 3.24	rs3780988	-2.15e-03	 -3.08	-0.77264	669	  1	lasso	 1.86e-02	5.07e-03	 0.77264	4.40e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000052749.9.wgt.RDat	RRP12	10	9.91e+07	9.92e+07	0.402056	rs4917759	 2.74	rs11189168	 3.24e-01	 11.02	-1.62326	487	  5	lasso	 3.26e-01	1.74e-33	-1.64611	9.97e-02
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000055950.12.wgt.RDat	MRPL43	10	1.03e+08	1.03e+08	0.134601	rs807029	 3.38	rs2863095	 8.22e-02	  6.14	 2.95161	420	  7	enet	 9.84e-02	4.59e-10	 3.23276	1.23e-03
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000057608.12.wgt.RDat	GDI2	10	5.81e+06	5.88e+06	0.302223	rs3793721	 3.76	rs2275774	 1.76e-01	 -8.48	-0.90763	701	 12	enet	 1.95e-01	3.39e-19	 0.55319	5.80e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000060339.9.wgt.RDat	CCAR1	10	7.05e+07	7.06e+07	0.007194	rs10998058	-3.28	rs2185654	-2.53e-03	  3.03	 1.88745	389	389	blup	 2.80e-03	1.55e-01	 1.72918	8.38e-02
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000062650.13.wgt.RDat	WAPAL	10	8.82e+07	8.83e+07	0.072818	rs7070233	-3.17	rs3858279	 3.26e-02	  4.79	 1.24631	441	441	blup	 2.60e-02	1.12e-03	 1.23088	2.18e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000065154.7.wgt.RDat	OAT	10	1.26e+08	1.26e+08	0.110545	rs17619406	-3.05	rs11816577	 4.74e-02	 -4.57	 0.29323	476	  3	lasso	 4.38e-02	3.06e-05	-0.97190	3.31e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000065613.9.wgt.RDat	SLK	10	1.06e+08	1.06e+08	0.069014	rs10509770	-2.72	rs2282436	-2.71e-03	  3.04	-0.58621	422	422	blup	-6.08e-04	3.79e-01	 0.00826	9.93e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000065618.12.wgt.RDat	COL17A1	10	1.06e+08	1.06e+08	0.156664	rs10509770	-2.72	rs4917407	 1.01e-01	  6.98	 0.36782	433	  4	lasso	 1.25e-01	1.85e-12	 0.12089	9.04e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000065621.10.wgt.RDat	GSTO2	10	1.06e+08	1.06e+08	0.028705	rs10509770	-2.72	rs604178	 9.72e-04	  2.95	 0.38545	426	426	blup	-1.50e-03	5.02e-01	 0.00557	9.96e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000065665.16.wgt.RDat	SEC61A2	10	1.22e+07	1.22e+07	0.133347	rs10508437	-3.50	rs2399786	 7.21e-02	 -5.35	 1.32161	529	  7	enet	 6.04e-02	1.10e-06	-0.79869	4.24e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000065675.10.wgt.RDat	PRKCQ	10	6.47e+06	6.62e+06	0.070523	rs17299670	-4.33	rs11597105	 4.27e-03	 -3.63	 0.52843	780	  2	lasso	 2.57e-03	1.64e-01	-0.27948	7.80e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000065809.9.wgt.RDat	FAM107B	10	1.46e+07	1.48e+07	0.208990	rs11259181	 3.42	rs11259164	 2.31e-02	  4.71	-1.84906	618	618	blup	 5.13e-02	6.80e-06	-0.44215	6.58e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000066468.16.wgt.RDat	FGFR2	10	1.23e+08	1.23e+08	0.021762	rs10886873	-3.21	rs3135761	-2.58e-03	 -3.24	 0.58209	589	  3	enet	-2.82e-04	3.44e-01	-0.12661	8.99e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000067057.12.wgt.RDat	PFKP	10	3.11e+06	3.18e+06	0.540971	rs1334693	-3.52	rs2388595	 2.89e-01	 10.34	-0.78537	734	 13	lasso	 3.40e-01	4.49e-35	-0.95613	3.39e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000067082.10.wgt.RDat	KLF6	10	3.82e+06	3.83e+06	0.003456	rs2129441	-2.79	rs4880646	-6.72e-05	  3.31	-0.59655	634	  3	enet	 1.61e-03	2.08e-01	 0.02747	9.78e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000068383.14.wgt.RDat	INPP5A	10	1.34e+08	1.35e+08	0.074185	rs4880384	-2.06	rs2295273	-2.35e-03	  3.15	 0.65677	480	480	blup	 4.71e-04	2.80e-01	 0.32142	7.48e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000072401.10.wgt.RDat	UBE2D1	10	6.01e+07	6.01e+07	0.320026	rs2114561	 2.76	rs4390300	 9.86e-02	 -6.69	-0.06030	427	  6	lasso	 8.51e-02	7.05e-09	 0.19534	8.45e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000072422.12.wgt.RDat	RHOBTB1	10	6.26e+07	6.28e+07	0.082517	rs7081336	 2.48	rs7077303	 2.95e-02	 -3.91	-0.32000	404	 22	enet	 1.93e-02	4.36e-03	 1.19728	2.31e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000075073.10.wgt.RDat	TACR2	10	7.12e+07	7.12e+07	0.165615	rs3903038	 3.15	rs1124367	 1.42e-02	 -4.38	 0.22330	699	699	blup	 2.89e-02	6.14e-04	 0.97992	3.27e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000075407.13.wgt.RDat	ZNF37A	10	3.84e+07	3.84e+07	0.040114	rs12247007	 2.62	rs2754369	 2.48e-03	  4.00	 0.39662	238	238	blup	 4.23e-03	1.10e-01	-0.23562	8.14e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000075826.12.wgt.RDat	SEC31B	10	1.02e+08	1.02e+08	0.343141	rs807029	 3.38	rs2295772	 4.21e-01	-12.71	-1.44033	431	  7	lasso	 4.13e-01	1.55e-44	 1.58454	1.13e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000076685.14.wgt.RDat	NT5C2	10	1.05e+08	1.05e+08	0.139939	rs2986047	 2.08	rs11191548	 5.10e-02	  4.78	-0.42353	349	349	blup	 5.52e-02	3.10e-06	 0.10784	9.14e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000077420.11.wgt.RDat	APBB1IP	10	2.67e+07	2.69e+07	0.147131	rs12358081	-2.91	rs7899165	 1.14e-01	  6.59	-1.78261	440	  3	lasso	 1.04e-01	1.47e-10	-1.68130	9.27e-02
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000077943.7.wgt.RDat	ITGA8	10	1.56e+07	1.58e+07	0.013331	NA	   NA	NA	       NA	    NA	      NA	  0	  0	enet	 2.82e-03	1.54e-01	      NA	      NA
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000078114.14.wgt.RDat	NEBL	10	2.11e+07	2.15e+07	0.444416	rs1417185	 3.25	rs7900067	 1.84e-01	  8.39	 0.29054	422	 33	enet	 2.76e-01	1.01e-27	-0.17891	8.58e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000078403.12.wgt.RDat	MLLT10	10	2.18e+07	2.20e+07	0.071995	rs12243039	-2.77	rs1243181	-2.43e-03	 -3.41	-2.01508	270	270	blup	 1.79e-02	5.79e-03	 1.70535	8.81e-02
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000079332.10.wgt.RDat	SAR1A	10	7.19e+07	7.19e+07	0.119734	rs12412099	-3.73	rs10999204	 3.53e-02	  4.70	 2.04854	706	  2	lasso	 3.37e-02	2.35e-04	 2.36915	1.78e-02
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000079393.16.wgt.RDat	DUSP13	10	7.69e+07	7.69e+07	0.074810	rs3012041	 2.38	rs1259515	 1.22e-06	 -3.32	-1.70192	315	  4	lasso	 2.27e-04	2.99e-01	 1.45968	1.44e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000086475.10.wgt.RDat	SEPHS1	10	1.34e+07	1.34e+07	0.052943	rs7899305	-3.73	rs2478106	-2.00e-03	  3.25	-0.73399	693	  1	lasso	 1.93e-03	1.92e-01	-0.73399	4.63e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000089876.7.wgt.RDat	DHX32	10	1.28e+08	1.28e+08	0.162118	rs11244948	 2.78	rs7358157	 1.83e-01	 -8.71	-0.33498	603	  7	lasso	 1.93e-01	4.58e-19	 0.29358	7.69e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000095464.9.wgt.RDat	PDE6C	10	9.54e+07	9.54e+07	0.044380	rs11187326	-2.46	rs12260518	 1.00e-03	 -3.08	 1.63982	555	 25	enet	 3.29e-05	3.15e-01	-0.59122	5.54e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000095485.12.wgt.RDat	CWF19L1	10	1.02e+08	1.02e+08	0.188333	rs7071427	-2.74	rs9888058	 1.35e-01	  7.83	-0.49756	401	 14	enet	 1.74e-01	3.46e-17	-0.60381	5.46e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000095564.9.wgt.RDat	BTAF1	10	9.37e+07	9.38e+07	0.064237	rs11186960	-3.79	rs4329592	-2.73e-03	  3.55	-0.63028	315	315	blup	 3.72e-03	1.25e-01	-2.06206	3.92e-02
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000095574.7.wgt.RDat	IKZF5	10	1.25e+08	1.25e+08	0.010842	rs705136	 2.58	rs17653131	-1.16e-03	  3.37	 0.22735	588	588	blup	 1.31e-03	2.24e-01	 0.42665	6.70e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000095637.16.wgt.RDat	SORBS1	10	9.71e+07	9.73e+07	0.028423	NA	   NA	NA	       NA	    NA	      NA	  0	  0	enet	 5.07e-04	2.77e-01	      NA	      NA
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000095713.9.wgt.RDat	CRTAC1	10	9.96e+07	9.98e+07	0.019214	rs577537	 2.50	rs1983864	 1.64e-03	 -3.18	-1.61611	508	  1	lasso	 4.27e-03	1.09e-01	 1.61611	1.06e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000095739.7.wgt.RDat	BAMBI	10	2.90e+07	2.90e+07	0.326023	rs12243277	-2.64	rs1775983	 2.13e-01	  8.90	 0.36726	612	  4	lasso	 1.99e-01	1.43e-19	 0.38352	7.01e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000095787.17.wgt.RDat	WAC	10	2.88e+07	2.89e+07	0.067481	rs7085567	-2.50	rs12414852	 5.27e-02	  4.88	-0.26697	584	  1	lasso	 4.07e-02	5.70e-05	-0.26697	7.89e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000095794.15.wgt.RDat	CREM	10	3.54e+07	3.55e+07	0.081246	rs7895855	-2.42	rs4007287	 3.78e-02	 -5.51	 0.40187	304	 12	enet	 6.05e-02	1.06e-06	-1.26499	2.06e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000096717.7.wgt.RDat	SIRT1	10	6.96e+07	6.97e+07	0.146576	rs10998058	-3.28	rs10823103	 1.55e-01	  8.17	-0.58019	365	  4	lasso	 1.62e-01	5.70e-16	-0.45399	6.50e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000099204.14.wgt.RDat	ABLIM1	10	1.16e+08	1.16e+08	0.011794	rs2475239	 2.71	rs2497707	 3.37e-03	 -3.35	-1.32099	418	  3	lasso	 1.94e-02	4.28e-03	 1.51825	1.29e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000099251.10.wgt.RDat	HSD17B7P2	10	3.86e+07	3.87e+07	0.318590	rs12247007	 2.62	rs2804665	 1.47e-01	  8.32	-0.50251	138	  7	lasso	 1.63e-01	4.35e-16	-0.50797	6.11e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000099256.14.wgt.RDat	PRTFDC1	10	2.51e+07	2.52e+07	0.041499	NA	   NA	NA	       NA	    NA	      NA	  0	  0	enet	 5.42e-04	2.74e-01	      NA	      NA
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000099282.5.wgt.RDat	TSPAN15	10	7.12e+07	7.13e+07	0.214061	rs3903038	 3.15	rs17569412	 3.62e-02	  4.44	 0.34764	723	723	blup	 3.51e-02	1.76e-04	 0.55166	5.81e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000099284.9.wgt.RDat	H2AFY2	10	7.18e+07	7.19e+07	0.070706	NA	   NA	NA	       NA	    NA	      NA	  0	  0	enet	 1.73e-03	2.02e-01	      NA	      NA
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000099290.11.wgt.RDat	FAM21A	10	5.18e+07	5.19e+07	0.520557	rs3011770	-3.48	rs2338050	 3.29e-01	-11.03	 1.50980	262	  9	enet	 3.62e-01	7.53e-38	-1.48340	1.38e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107443.11.wgt.RDat	CCNJ	10	9.78e+07	9.78e+07	0.018164	rs540963	-3.31	rs1923702	 1.48e-03	  2.84	 0.85614	501	501	blup	 3.46e-03	1.32e-01	-0.87506	3.82e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107521.14.wgt.RDat	HPS1	10	1.00e+08	1.00e+08	0.233215	rs10736128	-2.22	rs701801	 1.03e-01	  6.29	 0.12785	478	  9	lasso	 1.50e-01	7.71e-15	 0.35238	7.25e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107537.9.wgt.RDat	PHYH	10	1.33e+07	1.33e+07	0.119323	rs7899305	-3.73	rs473407	 4.21e-02	  4.61	-2.08584	698	  3	lasso	 3.42e-02	2.13e-04	-1.87401	6.09e-02
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107551.16.wgt.RDat	RASSF4	10	4.55e+07	4.55e+07	0.057957	rs11239274	-3.48	rs3829908	 3.63e-02	 -4.82	-0.66667	466	  4	lasso	 3.52e-02	1.75e-04	 0.68155	4.96e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107554.11.wgt.RDat	DNMBP	10	1.02e+08	1.02e+08	0.035117	rs3978768	 2.60	rs4919418	 2.47e-04	  3.53	-0.10784	436	436	blup	-1.22e-04	3.29e-01	-0.19654	8.44e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107562.12.wgt.RDat	CXCL12	10	4.48e+07	4.49e+07	0.005111	NA	   NA	NA	       NA	    NA	      NA	  0	  0	enet	-3.77e-04	3.54e-01	      NA	      NA
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107566.9.wgt.RDat	ERLIN1	10	1.02e+08	1.02e+08	0.057319	rs3978768	 2.60	rs10883447	 1.76e-02	 -3.67	-0.70792	395	 16	enet	 1.98e-02	3.95e-03	-0.02367	9.81e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107593.15.wgt.RDat	PKD2L1	10	1.02e+08	1.02e+08	0.276295	rs7071427	-2.74	rs6584356	 2.19e-01	  9.05	 0.30345	410	  2	lasso	 2.11e-01	7.50e-21	 0.32397	7.46e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107611.10.wgt.RDat	CUBN	10	1.69e+07	1.72e+07	0.309767	rs4748330	 3.38	rs7912064	 1.71e-01	  8.11	 0.50000	677	  5	lasso	 1.63e-01	4.93e-16	 0.67076	5.02e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107614.17.wgt.RDat	TRDMT1	10	1.72e+07	1.72e+07	0.113996	rs4748330	 3.38	rs7080366	 1.42e-02	  4.07	 0.17157	654	654	blup	 2.39e-02	1.71e-03	 0.94825	3.43e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107625.8.wgt.RDat	DDX50	10	7.07e+07	7.07e+07	0.095925	rs2491026	-3.04	rs10509305	 1.16e-02	 -3.74	 0.33610	418	418	blup	 2.25e-02	2.29e-03	 1.13215	2.58e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107643.11.wgt.RDat	MAPK8	10	4.95e+07	4.96e+07	0.080619	rs1814471	-1.94	rs10745266	 3.07e-02	 -4.41	-0.95477	370	  6	lasso	 2.84e-02	6.80e-04	 1.33586	1.82e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107669.13.wgt.RDat	ATE1	10	1.23e+08	1.24e+08	0.193642	rs4752665	 3.17	rs4752614	 1.60e-02	  4.92	 1.37745	632	  7	lasso	 7.50e-02	5.64e-08	 0.64263	5.20e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107672.10.wgt.RDat	NSMCE4A	10	1.24e+08	1.24e+08	0.009412	rs4752665	 3.17	rs11200561	-2.51e-03	  3.29	-1.23325	617	  1	lasso	 1.61e-02	8.53e-03	-1.23325	2.17e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107679.10.wgt.RDat	PLEKHA1	10	1.24e+08	1.24e+08	0.129052	rs4752665	 3.17	rs7913140	 7.06e-02	  5.85	 0.09398	618	  4	lasso	 5.85e-02	1.60e-06	 0.74125	4.59e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107719.8.wgt.RDat	PALD1	10	7.22e+07	7.23e+07	0.051050	rs12412099	-3.73	rs10762385	 7.42e-02	 -5.43	-0.38235	668	  1	lasso	 6.42e-02	5.00e-07	 0.38235	7.02e-01
Whole_Blood	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Whole_Blood/Whole_Blood.ENSG00000107731.8.wgt.RDat	UNC5B	10	7.30e+07	7.31e+07	0.351725	rs16928239	-3.41	rs10999739	 1.41e-01	  7.75	-0.82648	751	 13	enet	 2.19e-01	1.10e-21	-0.61104	5.41e-01
