PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000048740.13.wgt.RDat	CELF2	10	1.10e+07	1.14e+07	0.033022	rs3740204	-3.204	rs7086168	-0.011546	 3.02	 0.77041	669	669	blup	 0.006452	2.15e-01	-2.35172	0.018687
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000052749.9.wgt.RDat	RRP12	10	9.91e+07	9.92e+07	0.240371	rs10882891	 3.088	rs11189172	 0.006594	 3.33	-2.30741	486	486	blup	 0.011756	1.59e-01	-2.14211	0.032184
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000055950.12.wgt.RDat	MRPL43	10	1.03e+08	1.03e+08	0.516679	rs2476968	 3.252	rs12769518	-0.002591	-2.56	 1.33608	420	420	blup	 0.144461	1.67e-04	-1.06604	0.286406
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000057608.12.wgt.RDat	GDI2	10	5.81e+06	5.88e+06	0.448830	rs9663421	-2.992	rs943119	-0.007621	 3.10	-0.58716	701	701	blup	 0.001113	2.98e-01	 2.22303	0.026214
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000059573.4.wgt.RDat	ALDH18A1	10	9.74e+07	9.74e+07	0.030439	rs12263592	-2.997	rs11593722	-0.002924	-3.00	 1.19483	507	  1	lasso	 0.009740	1.78e-01	-1.19483	0.232155
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000059915.12.wgt.RDat	PSD	10	1.04e+08	1.04e+08	0.043542	rs4919641	-2.216	rs2486758	-0.011224	-2.63	 1.23094	342	342	blup	-0.008646	6.10e-01	-0.78544	0.432194
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000060339.9.wgt.RDat	CCAR1	10	7.05e+07	7.06e+07	0.008229	rs7377	-3.434	rs10823305	 0.006574	 2.85	-2.54775	389	389	blup	-0.002934	3.89e-01	-3.37206	0.000746
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000065621.10.wgt.RDat	GSTO2	10	1.06e+08	1.06e+08	0.315808	rs11191835	-3.680	rs12356059	 0.081037	-3.94	 0.30540	424	424	blup	 0.048487	2.27e-02	-0.86782	0.385490
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000065665.16.wgt.RDat	SEC61A2	10	1.22e+07	1.22e+07	0.247787	rs11257238	 5.724	rs942539	-0.006491	 3.38	 1.43616	527	527	blup	-0.000499	3.31e-01	 1.37847	0.168058
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000065675.10.wgt.RDat	PRKCQ	10	6.47e+06	6.62e+06	0.052887	rs11254057	-2.837	rs570825	 0.008946	-2.78	 1.14737	779	779	blup	 0.013508	1.44e-01	-0.42642	0.669801
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000065809.9.wgt.RDat	FAM107B	10	1.46e+07	1.48e+07	0.346951	NA	    NA	NA	       NA	   NA	      NA	  0	  0	enet	 0.000937	3.01e-01	      NA	      NA
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000066468.16.wgt.RDat	FGFR2	10	1.23e+08	1.23e+08	0.056074	NA	    NA	NA	       NA	   NA	      NA	  0	  0	enet	-0.009258	6.47e-01	      NA	      NA
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000067057.12.wgt.RDat	PFKP	10	3.11e+06	3.18e+06	0.004365	NA	    NA	NA	       NA	   NA	      NA	  0	  0	lasso	 0.035177	4.51e-02	      NA	      NA
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000067064.6.wgt.RDat	IDI1	10	1.09e+06	1.10e+06	0.316072	rs4880858	-3.382	rs2387650	-0.011642	-2.86	-0.98638	515	515	blup	 0.007517	2.02e-01	-0.89971	0.368273
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000068383.14.wgt.RDat	INPP5A	10	1.34e+08	1.35e+08	0.443320	rs7909396	 2.688	rs4880419	-0.011655	-3.18	-0.21433	479	479	blup	 0.064855	9.89e-03	 0.04495	0.964150
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000072401.10.wgt.RDat	UBE2D1	10	6.01e+07	6.01e+07	0.268739	rs7904807	-3.097	rs1199088	 0.031464	 2.57	-0.15597	425	  2	lasso	 0.009146	1.84e-01	-0.08560	0.931788
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000072422.12.wgt.RDat	RHOBTB1	10	6.26e+07	6.28e+07	0.085561	NA	    NA	NA	       NA	   NA	      NA	  0	  0	enet	-0.005674	4.75e-01	      NA	      NA
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000075290.7.wgt.RDat	WNT8B	10	1.02e+08	1.02e+08	0.054600	rs2476968	 3.252	rs10883477	 0.013520	 3.47	 0.47593	418	  5	enet	 0.015273	1.30e-01	 1.26601	0.205510
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000075407.13.wgt.RDat	ZNF37A	10	3.84e+07	3.84e+07	0.048101	rs17577398	-1.388	rs16937696	 0.019492	 3.06	-0.26403	238	  1	lasso	 0.040696	3.39e-02	-0.26403	0.791759
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000075826.12.wgt.RDat	SEC31B	10	1.02e+08	1.02e+08	0.097007	rs2476968	 3.252	rs4919504	-0.008095	 2.89	-0.04868	431	  2	lasso	 0.042798	3.04e-02	-0.11851	0.905663
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000076685.14.wgt.RDat	NT5C2	10	1.05e+08	1.05e+08	0.173144	rs2232659	 2.876	rs12413409	 0.180767	 4.11	 0.19700	349	349	blup	 0.100526	1.62e-03	 0.84831	0.396263
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000077420.11.wgt.RDat	APBB1IP	10	2.67e+07	2.69e+07	0.227339	rs2152305	-2.380	rs1335552	-0.007149	 2.77	 1.02327	440	440	blup	 0.027074	6.90e-02	 1.55859	0.119094
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000077943.7.wgt.RDat	ITGA8	10	1.56e+07	1.58e+07	0.011821	rs6602051	 3.595	rs7916526	 0.024311	 3.07	-0.35628	472	  1	lasso	 0.105174	1.27e-03	-0.35628	0.721628
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000078114.14.wgt.RDat	NEBL	10	2.11e+07	2.15e+07	0.106791	rs7074040	-2.561	rs12245111	 0.049798	 3.44	-0.70509	420	  4	lasso	 0.002226	2.78e-01	-0.27310	0.784780
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000078403.12.wgt.RDat	MLLT10	10	2.18e+07	2.20e+07	0.054447	rs10828243	-2.522	rs10828197	 0.003632	-2.75	 1.26695	269	  7	enet	-0.008385	5.95e-01	-1.41457	0.157194
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000079332.10.wgt.RDat	SAR1A	10	7.19e+07	7.19e+07	0.269970	rs1227759	 3.762	rs15801	 0.053261	 3.73	-2.66155	706	  6	lasso	 0.025061	7.67e-02	-2.69028	0.007139
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000095485.12.wgt.RDat	CWF19L1	10	1.02e+08	1.02e+08	0.327914	rs2489013	-3.237	rs7477551	 0.060931	 3.74	 0.89137	401	401	blup	 0.100989	1.58e-03	 0.73405	0.462920
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000095539.11.wgt.RDat	SEMA4G	10	1.03e+08	1.03e+08	0.075178	rs2476968	 3.252	rs2495702	 0.030658	-3.12	 1.04397	425	  2	lasso	 0.011439	1.61e-01	-1.57435	0.115406
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000095564.9.wgt.RDat	BTAF1	10	9.37e+07	9.38e+07	0.007522	rs2771268	 3.875	rs10882029	-0.002815	 2.86	 1.83634	314	  4	enet	 0.004805	2.38e-01	 0.85207	0.394177
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000095596.7.wgt.RDat	CYP26A1	10	9.48e+07	9.48e+07	0.073779	rs17108637	 2.868	rs835259	-0.002892	 3.43	 1.07142	531	531	blup	 0.028057	6.55e-02	 1.38682	0.165495
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000099194.5.wgt.RDat	SCD	10	1.02e+08	1.02e+08	0.178610	rs2476968	 3.252	rs603424	 0.006562	 3.29	-0.01242	413	  3	lasso	-0.006490	5.06e-01	-0.07711	0.938534
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000099204.14.wgt.RDat	ABLIM1	10	1.16e+08	1.16e+08	0.043392	NA	    NA	NA	       NA	   NA	      NA	  0	  0	lasso	 0.012466	1.52e-01	      NA	      NA
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000099246.12.wgt.RDat	RAB18	10	2.78e+07	2.78e+07	0.104498	rs2637277	-2.579	rs1687721	-0.004045	-2.87	 0.08310	439	  2	lasso	-0.006051	4.89e-01	-0.17628	0.860077
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000099250.13.wgt.RDat	NRP1	10	3.35e+07	3.36e+07	0.008587	rs17296436	-3.698	rs4934914	 0.025367	 3.14	 1.87442	566	  2	lasso	 0.041195	3.30e-02	 1.50087	0.133390
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000099282.5.wgt.RDat	TSPAN15	10	7.12e+07	7.13e+07	0.416728	rs1227759	 3.762	rs2121529	 0.095179	-3.99	-0.11400	723	 10	lasso	 0.163806	5.99e-05	 0.10656	0.915138
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000099290.11.wgt.RDat	FAM21A	10	5.18e+07	5.19e+07	0.713524	rs10821610	 2.580	rs2338050	 0.381584	-5.97	 0.98480	261	 13	lasso	 0.389406	6.43e-11	-1.01824	0.308563
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107438.4.wgt.RDat	PDLIM1	10	9.70e+07	9.71e+07	0.019305	rs11188326	-2.820	rs3818539	-0.008176	-2.80	 0.09576	528	  1	lasso	 0.011215	1.64e-01	-0.09576	0.923712
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107443.11.wgt.RDat	CCNJ	10	9.78e+07	9.78e+07	0.066691	rs10748668	-3.648	rs747259	 0.012490	-2.86	-0.54920	495	  2	lasso	-0.002090	3.68e-01	 0.58497	0.558571
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107485.11.wgt.RDat	GATA3	10	8.10e+06	8.12e+06	0.157072	rs7919001	 3.987	rs12358236	-0.011491	 3.20	 1.01096	701	  3	lasso	 0.040911	3.35e-02	 1.07294	0.283300
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107518.12.wgt.RDat	ATRNL1	10	1.17e+08	1.18e+08	0.038742	rs2485971	 2.889	rs17721283	 0.020374	-3.07	-0.80065	288	  1	lasso	 0.011500	1.61e-01	 0.80065	0.423337
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107521.14.wgt.RDat	HPS1	10	1.00e+08	1.00e+08	0.023521	rs10883050	-2.871	rs11599208	 0.128034	 3.88	 0.64950	478	478	blup	 0.025639	7.44e-02	 1.11585	0.264484
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107554.11.wgt.RDat	DNMBP	10	1.02e+08	1.02e+08	0.223456	rs7091871	-2.512	rs7078766	-0.010342	 3.20	-1.08684	436	 18	enet	 0.032871	5.09e-02	-0.50380	0.614402
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107560.6.wgt.RDat	RAB11FIP2	10	1.20e+08	1.20e+08	0.543603	rs181630	-3.306	rs181676	 0.180102	-4.13	 0.18624	601	  7	lasso	 0.076514	5.48e-03	 0.65270	0.513951
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107566.9.wgt.RDat	ERLIN1	10	1.02e+08	1.02e+08	0.025043	NA	    NA	NA	       NA	   NA	      NA	  0	  0	enet	-0.007958	5.72e-01	      NA	      NA
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107593.15.wgt.RDat	PKD2L1	10	1.02e+08	1.02e+08	0.077790	NA	    NA	NA	       NA	   NA	      NA	  0	  0	enet	 0.078492	4.95e-03	      NA	      NA
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107611.10.wgt.RDat	CUBN	10	1.69e+07	1.72e+07	0.259001	rs7072049	 2.398	rs6602175	 0.002599	-3.10	 0.83156	676	  2	lasso	-0.003196	3.97e-01	-0.53629	0.591758
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107614.17.wgt.RDat	TRDMT1	10	1.72e+07	1.72e+07	0.102562	rs7072049	 2.398	rs1996316	-0.011612	 2.94	-0.86536	653	  1	lasso	 0.004344	2.44e-01	-0.86536	0.386841
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107618.4.wgt.RDat	RBP3	10	4.84e+07	4.84e+07	0.017455	rs786806	-2.542	rs4922491	-0.009141	 2.87	-2.05422	185	185	blup	 0.014535	1.36e-01	-0.13115	0.895658
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107623.4.wgt.RDat	GDF10	10	4.84e+07	4.84e+07	0.227265	rs786806	-2.542	rs11204267	 0.020351	 2.48	 0.31421	185	  3	lasso	 0.004461	2.42e-01	-0.62780	0.530132
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107625.8.wgt.RDat	DDX50	10	7.07e+07	7.07e+07	0.095106	rs12358818	 3.626	rs12266239	-0.011701	 3.61	-0.20980	418	  3	lasso	 0.028183	6.50e-02	-0.57288	0.566723
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107643.11.wgt.RDat	MAPK8	10	4.95e+07	4.96e+07	0.137873	NA	    NA	NA	       NA	   NA	      NA	  0	  0	enet	 0.088244	3.02e-03	      NA	      NA
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107669.13.wgt.RDat	ATE1	10	1.23e+08	1.24e+08	0.216791	NA	    NA	NA	       NA	   NA	      NA	  0	  0	enet	-0.010650	7.60e-01	      NA	      NA
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107731.8.wgt.RDat	UNC5B	10	7.30e+07	7.31e+07	0.055538	NA	    NA	NA	       NA	   NA	      NA	  0	  0	enet	-0.002396	3.75e-01	      NA	      NA
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107736.15.wgt.RDat	CDH23	10	7.32e+07	7.36e+07	0.253650	rs7092979	-3.403	rs1624747	 0.087120	-4.12	-0.79346	697	  3	lasso	 0.077007	5.34e-03	 0.72881	0.466116
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107738.15.wgt.RDat	C10orf54	10	7.35e+07	7.35e+07	0.027046	rs7092979	-3.403	rs4554797	-0.001021	-3.17	-1.04171	619	619	blup	 0.004629	2.40e-01	-0.91367	0.360888
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107742.8.wgt.RDat	SPOCK2	10	7.38e+07	7.38e+07	0.024613	NA	    NA	NA	       NA	   NA	      NA	  0	  0	lasso	-0.004600	4.38e-01	      NA	      NA
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107771.11.wgt.RDat	CCSER2	10	8.61e+07	8.63e+07	0.247971	rs4261230	 3.615	rs4244954	 0.000218	 2.97	 3.47197	525	525	blup	 0.000767	3.05e-01	 0.75398	0.450862
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107779.7.wgt.RDat	BMPR1A	10	8.85e+07	8.87e+07	0.286513	rs2736689	 3.669	rs1124482	-0.001943	-3.48	 0.86295	340	340	blup	 0.012312	1.54e-01	-1.62273	0.104647
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107816.13.wgt.RDat	LZTS2	10	1.03e+08	1.03e+08	0.023789	rs2476968	 3.252	rs752974	 0.033364	-3.32	-1.88385	419	  4	enet	 0.028941	6.25e-02	 1.77567	0.075788
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107819.9.wgt.RDat	SFXN3	10	1.03e+08	1.03e+08	0.138746	rs2476968	 3.252	rs7099531	-0.009754	-3.00	-0.15654	416	 21	enet	-0.009783	6.84e-01	 0.61866	0.536143
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107833.6.wgt.RDat	NPM3	10	1.04e+08	1.04e+08	0.106426	rs3802727	 2.528	rs17113872	 0.024170	-3.07	 0.80661	257	257	blup	 0.042244	3.13e-02	-0.83266	0.405039
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107859.5.wgt.RDat	PITX3	10	1.04e+08	1.04e+08	0.173870	rs4919641	-2.216	rs10786650	 0.140066	-3.71	-0.15917	296	296	blup	 0.039799	3.55e-02	-0.22040	0.825559
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107862.4.wgt.RDat	GBF1	10	1.04e+08	1.04e+08	0.039233	rs4919641	-2.216	rs11574849	 0.005506	-2.51	-0.88120	298	  1	lasso	 0.015852	1.26e-01	 0.88120	0.378211
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107863.12.wgt.RDat	ARHGAP21	10	2.49e+07	2.50e+07	0.079079	rs274311	-3.678	rs1552770	-0.011701	 3.13	-2.33267	472	472	blup	 0.022398	8.84e-02	-1.75407	0.079419
Brain_Amygdala	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Brain_Amygdala/Brain_Amygdala.ENSG00000107864.10.wgt.RDat	CPEB3	10	9.38e+07	9.41e+07	0.081288	rs2771268	 3.875	rs11187173	 0.144180	 4.13	 0.68292	299	  9	enet	 0.147020	1.46e-04	 0.65457	0.512747
