PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000047056.10.wgt.RDat	WDR37	10	1.10e+06	1.18e+06	0.222833	rs7084148	 3.58	rs1285	 8.49e-02	 -4.72	 0.55118	517	517	blup	 6.50e-02	8.01e-05	 1.22725	2.20e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000048740.13.wgt.RDat	CELF2	10	1.10e+07	1.14e+07	0.094305	rs12242452	 3.24	rs11256680	-8.94e-04	 -3.17	 0.63726	669	  1	lasso	 2.24e-03	2.24e-01	-0.63726	5.24e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000052749.9.wgt.RDat	RRP12	10	9.91e+07	9.92e+07	0.249986	rs4917759	 2.74	rs7092499	 2.29e-01	  7.38	-1.56075	487	  6	lasso	 2.29e-01	3.65e-14	-1.59373	1.11e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000055950.12.wgt.RDat	MRPL43	10	1.03e+08	1.03e+08	0.032417	rs807029	 3.38	rs807020	-4.40e-03	  3.21	 3.19915	419	419	blup	-1.93e-03	4.47e-01	 2.28482	2.23e-02
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000057608.12.wgt.RDat	GDI2	10	5.81e+06	5.88e+06	0.405697	rs3793721	 3.76	rs4748572	 2.67e-01	 -8.03	-0.88525	701	 27	enet	 2.55e-01	8.73e-16	 1.15032	2.50e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000059573.4.wgt.RDat	ALDH18A1	10	9.74e+07	9.74e+07	0.037269	rs540963	-3.31	rs2275272	 7.54e-03	  3.18	 0.87586	511	  3	lasso	 3.99e-02	1.73e-03	 0.87610	3.81e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000060339.9.wgt.RDat	CCAR1	10	7.05e+07	7.06e+07	0.166716	rs10998058	-3.28	rs2263813	-4.01e-03	 -3.45	 1.90043	389	389	blup	 7.01e-03	1.13e-01	-1.39985	1.62e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000062650.13.wgt.RDat	WAPAL	10	8.82e+07	8.83e+07	0.007224	rs7070233	-3.17	rs2814348	 1.35e-03	  3.17	-0.30952	441	  1	lasso	 8.80e-03	8.80e-02	-0.30952	7.57e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000065154.7.wgt.RDat	OAT	10	1.26e+08	1.26e+08	0.205729	rs17619406	-3.05	rs9422807	 1.98e-01	 -6.93	 1.17045	476	  4	lasso	 2.07e-01	8.77e-13	-1.16686	2.43e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000065613.9.wgt.RDat	SLK	10	1.06e+08	1.06e+08	0.013814	rs10509770	-2.72	rs3781332	-4.42e-03	 -3.30	 0.11111	422	422	blup	-2.63e-03	5.14e-01	-0.91638	3.59e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000065621.10.wgt.RDat	GSTO2	10	1.06e+08	1.06e+08	0.180427	rs10509770	-2.72	rs2282326	 1.60e-01	  6.07	-0.45366	426	  4	lasso	 1.26e-01	3.81e-08	-0.46638	6.41e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000065665.16.wgt.RDat	SEC61A2	10	1.22e+07	1.22e+07	0.115696	rs10508437	-3.50	rs10906086	 9.95e-02	 -5.05	 1.16080	529	  2	lasso	 9.21e-02	2.84e-06	-1.17106	2.42e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000065675.10.wgt.RDat	PRKCQ	10	6.47e+06	6.62e+06	0.204633	rs17299670	-4.33	rs755627	 1.49e-01	 -5.87	-1.82018	780	  4	lasso	 1.27e-01	3.48e-08	 1.78973	7.35e-02
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000067057.12.wgt.RDat	PFKP	10	3.11e+06	3.18e+06	0.123102	rs1334693	-3.52	rs11251918	-4.36e-03	  3.26	 1.10067	734	734	blup	 8.28e-03	9.46e-02	 0.53372	5.94e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000072422.12.wgt.RDat	RHOBTB1	10	6.26e+07	6.28e+07	0.143264	rs7081336	 2.48	rs2211220	-4.59e-03	  3.40	-0.06818	404	404	blup	 3.09e-02	5.26e-03	 0.61247	5.40e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000075073.10.wgt.RDat	TACR2	10	7.12e+07	7.12e+07	0.112740	rs3903038	 3.15	rs2278746	 1.17e-01	 -5.50	 0.56000	699	  2	lasso	 1.02e-01	7.92e-07	-0.58387	5.59e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000075407.13.wgt.RDat	ZNF37A	10	3.84e+07	3.84e+07	0.357495	rs12247007	 2.62	rs2472174	 1.99e-01	 -7.24	 0.00000	238	  4	lasso	 1.90e-01	8.79e-12	-0.08313	9.34e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000075826.12.wgt.RDat	SEC31B	10	1.02e+08	1.02e+08	0.300175	rs807029	 3.38	rs2273695	 2.69e-01	 -7.76	-1.44033	430	  8	lasso	 2.56e-01	7.19e-16	 1.31179	1.90e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000075891.17.wgt.RDat	PAX2	10	1.02e+08	1.03e+08	0.120501	rs807029	 3.38	rs2495702	 4.82e-02	  3.92	-0.44444	456	  2	lasso	 2.35e-02	1.33e-02	-0.75012	4.53e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000076685.14.wgt.RDat	NT5C2	10	1.05e+08	1.05e+08	0.149983	rs2986047	 2.08	rs12246739	 2.92e-02	 -3.88	 0.93023	349	349	blup	 6.65e-02	6.67e-05	-0.09539	9.24e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000077147.10.wgt.RDat	TM9SF3	10	9.83e+07	9.83e+07	0.010977	rs2146391	 2.85	rs7074516	-4.59e-03	 -2.57	-0.33333	472	472	blup	 7.12e-03	1.11e-01	 1.64636	9.97e-02
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000077420.11.wgt.RDat	APBB1IP	10	2.67e+07	2.69e+07	0.462630	rs12358081	-2.91	rs2992333	 2.99e-01	  8.80	 0.46305	440	  7	enet	 3.03e-01	5.34e-19	 0.38860	6.98e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000077943.7.wgt.RDat	ITGA8	10	1.56e+07	1.58e+07	0.081792	rs10904617	 3.01	rs4748249	-4.48e-03	 -3.44	 0.10901	472	472	blup	-2.30e-04	3.31e-01	-0.59231	5.54e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000078114.14.wgt.RDat	NEBL	10	2.11e+07	2.15e+07	0.047667	rs1417185	 3.25	rs2765839	-2.39e-03	  2.80	-1.81944	423	  1	lasso	 2.50e-02	1.10e-02	-1.81944	6.88e-02
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000078403.12.wgt.RDat	MLLT10	10	2.18e+07	2.20e+07	0.024222	rs12243039	-2.77	rs1350787	 5.31e-02	  3.86	-1.05231	270	  2	enet	 1.89e-02	2.34e-02	-0.78078	4.35e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000079332.10.wgt.RDat	SAR1A	10	7.19e+07	7.19e+07	0.130719	rs12412099	-3.73	rs9971029	 1.16e-01	  5.30	 2.01493	705	  2	lasso	 1.01e-01	9.21e-07	 2.02108	4.33e-02
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000095485.12.wgt.RDat	CWF19L1	10	1.02e+08	1.02e+08	0.589812	rs7071427	-2.74	rs11597086	 4.06e-01	  9.49	-1.00000	401	 43	enet	 4.42e-01	1.59e-29	-1.13306	2.57e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000095574.7.wgt.RDat	IKZF5	10	1.25e+08	1.25e+08	0.171033	rs705136	 2.58	rs9423244	 7.99e-02	 -4.52	-1.23963	588	588	blup	 5.35e-02	3.30e-04	 2.37922	1.73e-02
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000095585.12.wgt.RDat	BLNK	10	9.80e+07	9.80e+07	0.071279	rs3181121	-2.90	rs3789937	 2.58e-03	 -3.37	 0.00331	477	  2	lasso	 1.56e-02	3.58e-02	-0.00624	9.95e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000095587.8.wgt.RDat	TLL2	10	9.81e+07	9.83e+07	0.019409	rs2146391	 2.85	rs1324253	 7.77e-02	  4.25	 1.11712	466	  1	lasso	 5.92e-02	1.63e-04	 1.11712	2.64e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000095627.5.wgt.RDat	TDRD1	10	1.16e+08	1.16e+08	0.020813	rs2475239	 2.71	rs35045310	 1.04e-02	 -3.31	 0.52416	495	  1	lasso	 5.62e-03	1.37e-01	-0.52416	6.00e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000095637.16.wgt.RDat	SORBS1	10	9.71e+07	9.73e+07	0.060853	NA	   NA	NA	       NA	    NA	      NA	  0	  0	enet	 1.49e-02	3.91e-02	      NA	      NA
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000095713.9.wgt.RDat	CRTAC1	10	9.96e+07	9.98e+07	0.082364	rs577537	 2.50	rs479776	 2.77e-02	  3.88	 1.23618	508	  3	lasso	 2.32e-02	1.37e-02	 0.97055	3.32e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000095739.7.wgt.RDat	BAMBI	10	2.90e+07	2.90e+07	0.070694	rs12243277	-2.64	rs1148185	 9.30e-03	 -3.62	 0.09506	612	  2	lasso	 9.77e-03	7.73e-02	-0.09255	9.26e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000095794.15.wgt.RDat	CREM	10	3.54e+07	3.55e+07	0.028840	rs7895855	-2.42	rs2295415	 1.10e-02	 -3.18	 1.23664	304	304	blup	 2.85e-03	2.04e-01	-0.93866	3.48e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000096717.7.wgt.RDat	SIRT1	10	6.96e+07	6.97e+07	0.074518	rs10998058	-3.28	rs7074048	 1.69e-02	  3.35	-0.52582	365	  2	lasso	 1.07e-02	6.85e-02	-0.41019	6.82e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000099194.5.wgt.RDat	SCD	10	1.02e+08	1.02e+08	0.001719	rs7071427	-2.74	rs3923992	 1.93e-02	  3.35	 0.94737	413	  2	lasso	 4.63e-03	1.57e-01	 1.44504	1.48e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000099204.14.wgt.RDat	ABLIM1	10	1.16e+08	1.16e+08	0.255467	rs2475239	 2.71	rs11196682	 9.04e-02	  4.66	-0.06557	418	  5	lasso	 9.58e-02	1.80e-06	-0.36060	7.18e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000099251.10.wgt.RDat	HSD17B7P2	10	3.86e+07	3.87e+07	0.063040	rs12247007	 2.62	rs2800457	 3.64e-02	 -4.10	 0.54774	138	138	blup	 4.34e-02	1.13e-03	-0.02546	9.80e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000099282.5.wgt.RDat	TSPAN15	10	7.12e+07	7.13e+07	0.178881	rs3903038	 3.15	rs972570	 2.24e-03	  4.36	 0.66834	723	723	blup	 1.05e-02	6.99e-02	-0.98401	3.25e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000099284.9.wgt.RDat	H2AFY2	10	7.18e+07	7.19e+07	0.060877	rs12412099	-3.73	rs10762324	 1.46e-02	 -3.29	 0.25616	750	  1	lasso	 1.77e-02	2.73e-02	-0.25616	7.98e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000099290.11.wgt.RDat	FAM21A	10	5.18e+07	5.19e+07	0.646198	rs3011770	-3.48	rs2338050	 3.44e-01	 -8.87	 1.50980	262	 13	enet	 3.84e-01	8.20e-25	-1.77025	7.67e-02
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107443.11.wgt.RDat	CCNJ	10	9.78e+07	9.78e+07	0.079135	rs540963	-3.31	rs7475754	 4.47e-03	  3.53	 0.23737	501	  2	lasso	 2.65e-03	2.10e-01	 0.23854	8.11e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107518.12.wgt.RDat	ATRNL1	10	1.17e+08	1.18e+08	0.046621	rs7099208	-2.54	rs1389647	 3.19e-03	  3.28	 0.13679	288	  1	lasso	 1.66e-02	3.16e-02	 0.13679	8.91e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107521.14.wgt.RDat	HPS1	10	1.00e+08	1.00e+08	0.180706	rs10736128	-2.22	rs701801	 5.02e-02	  4.70	 0.12785	478	478	blup	 5.68e-02	2.19e-04	 0.00972	9.92e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107537.9.wgt.RDat	PHYH	10	1.33e+07	1.33e+07	0.012732	NA	   NA	NA	       NA	    NA	      NA	  0	  0	lasso	 5.12e-02	4.33e-04	      NA	      NA
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107551.16.wgt.RDat	RASSF4	10	4.55e+07	4.55e+07	0.106216	rs11239274	-3.48	rs12773699	 3.20e-02	 -3.58	-1.77289	466	  4	lasso	 2.11e-02	1.79e-02	 1.85056	6.42e-02
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107560.6.wgt.RDat	RAB11FIP2	10	1.20e+08	1.20e+08	0.013538	NA	   NA	NA	       NA	    NA	      NA	  0	  0	lasso	-2.28e-03	4.79e-01	      NA	      NA
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107562.12.wgt.RDat	CXCL12	10	4.48e+07	4.49e+07	0.240509	rs11239271	 3.11	rs1144482	 1.14e-01	 -5.45	 0.79500	537	 10	lasso	 7.25e-02	3.20e-05	-0.51727	6.05e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107581.8.wgt.RDat	EIF3A	10	1.21e+08	1.21e+08	0.064923	rs291979	 3.41	rs6585536	 1.25e-03	  3.04	 1.83654	487	  1	lasso	 5.68e-03	1.36e-01	 1.83654	6.63e-02
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107614.17.wgt.RDat	TRDMT1	10	1.72e+07	1.72e+07	0.357573	rs4748330	 3.38	rs17381591	 2.44e-01	 -7.66	 0.88995	654	  5	lasso	 2.52e-01	1.32e-15	-0.58307	5.60e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107623.4.wgt.RDat	GDF10	10	4.84e+07	4.84e+07	0.045048	rs786772	 3.75	rs4922505	-1.33e-03	 -2.65	-0.17680	185	  3	lasso	-1.72e-03	4.30e-01	 0.19112	8.48e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107625.8.wgt.RDat	DDX50	10	7.07e+07	7.07e+07	0.020905	rs2491026	-3.04	rs2894081	-4.47e-03	  3.04	-0.81696	418	  1	lasso	 2.06e-03	2.30e-01	-0.81696	4.14e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107643.11.wgt.RDat	MAPK8	10	4.95e+07	4.96e+07	0.059168	rs1814471	-1.94	rs4838650	 4.77e-03	 -2.84	 0.46043	370	  1	lasso	 8.83e-04	2.76e-01	-0.46043	6.45e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107669.13.wgt.RDat	ATE1	10	1.23e+08	1.24e+08	0.172097	rs4752665	 3.17	rs4752606	 8.99e-02	  5.04	-1.05898	632	  4	lasso	 8.46e-02	7.20e-06	-0.23933	8.11e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107672.10.wgt.RDat	NSMCE4A	10	1.24e+08	1.24e+08	0.475580	rs4752665	 3.17	rs11200277	 3.01e-01	  8.30	-0.35249	617	617	blup	 3.19e-01	4.74e-20	 0.02681	9.79e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107679.10.wgt.RDat	PLEKHA1	10	1.24e+08	1.24e+08	0.148822	rs4752665	 3.17	rs2947586	-4.25e-03	 -3.33	-1.28814	618	618	blup	 1.26e-02	5.33e-02	 0.92363	3.56e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107719.8.wgt.RDat	PALD1	10	7.22e+07	7.23e+07	0.199811	rs12412099	-3.73	rs12354806	 2.62e-01	  7.59	-0.18261	667	  5	lasso	 2.54e-01	1.04e-15	-0.24048	8.10e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107736.15.wgt.RDat	CDH23	10	7.32e+07	7.36e+07	0.061005	rs16928239	-3.41	rs1227081	-1.43e-03	  3.32	-0.43000	697	697	blup	 3.12e-04	3.03e-01	-0.80706	4.20e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107738.15.wgt.RDat	C10orf54	10	7.35e+07	7.35e+07	0.140932	rs12264426	 2.65	rs12248205	 1.65e-01	  6.35	-0.63366	619	  1	lasso	 1.44e-01	3.93e-09	-0.63366	5.26e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107742.8.wgt.RDat	SPOCK2	10	7.38e+07	7.38e+07	0.192195	rs1055518	-2.39	rs3312	 1.19e-01	  5.33	-1.65500	491	  7	enet	 6.46e-02	8.46e-05	-0.59357	5.53e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107758.11.wgt.RDat	PPP3CB	10	7.52e+07	7.53e+07	0.008115	NA	   NA	NA	       NA	    NA	      NA	  0	  0	lasso	 2.51e-02	1.09e-02	      NA	      NA
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107771.11.wgt.RDat	CCSER2	10	8.61e+07	8.63e+07	0.160665	rs2350106	-3.61	rs7898778	-4.14e-03	 -3.56	-0.60256	525	525	blup	 8.68e-03	8.96e-02	-0.36253	7.17e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107779.7.wgt.RDat	BMPR1A	10	8.85e+07	8.87e+07	0.162121	rs7070233	-3.17	rs2883420	 1.05e-01	 -5.34	 1.02439	340	 10	enet	 8.51e-02	6.75e-06	-0.95064	3.42e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107789.11.wgt.RDat	MINPP1	10	8.93e+07	8.93e+07	0.005834	rs11202607	-2.46	rs4275528	-4.54e-03	 -3.09	 1.10741	253	  2	lasso	 2.57e-02	1.00e-02	-1.26843	2.05e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107796.8.wgt.RDat	ACTA2	10	9.07e+07	9.08e+07	0.137313	rs1372325	 2.54	rs2274312	 4.39e-02	  3.98	-0.58911	572	572	blup	 3.98e-02	1.75e-03	-0.52277	6.01e-01
Pancreas	/dcl01/chatterj/data/diptavo/fusion_twas-master/WEIGHTS/WEIGHTS//Pancreas/Pancreas.ENSG00000107798.13.wgt.RDat	LIPA	10	9.10e+07	9.12e+07	0.291508	rs11185906	 2.76	rs2246833	 1.32e-01	  5.94	-0.77830	563	  3	lasso	 1.42e-01	5.11e-09	-0.35522	7.22e-01
